Baratheon of King’s Landing soldier,Sandor “the Hound” Clegane,Sword,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,No Second Allegiance,Background Extra
Lowell (King’s Soldier),Sandor “the Hound” Clegane,Knife,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,No Second Allegiance,Background Extra
Baratheon of King’s Landing soldier,Arya Stark,Sword,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,No Second Allegiance,Background Extra
Baratheon of King’s Landing soldier,Sandor “the Hound” Clegane,Sword,Blade,Killed in a tavern fight,Riverlands,House Baratheon of King’s Landing,No Second Allegiance,Background Extra
Polliver,Arya Stark,Sword (Needle),Blade,Revenge for killing Lommy,Riverlands,House Baratheon of King’s Landing,No Second Allegiance,Secondary Major
Tansy,Ramsay Bolton,Dogs,Animal,For Ramsay’s sadistic pleasure,Dreadfort,Smallfolk,No Second Allegiance,Minor Character
Axell Florent,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Refused to renounce the Seven as his faith and convert to the Lord of Light,Dragonstone,House Florent,House Baratheon of Dragonstone,Minor Character
Dragonstone citizen,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Burned as an offering to the Lord of Light,Dragonstone,House Baratheon of Dragonstone,No Second Allegiance,Background Extra
Dragonstone citizen,Melisandre “the Red Woman” of Asshai,Fire,Fire/Burning,Burned as an offering to the Lord of Light,Dragonstone,House Baratheon of Dragonstone,No Second Allegiance,Background Extra
Deer,Summer,Direwolf teeth,Animal,For food,Beyond the Wall,Unknown,No Second Allegiance,Background Extra
Joffrey Baratheon,Olenna Tyrell,Poison,Poison,Olenna didn’t want Margaery Tyrell to suffer through a sadistic marriage,King’s Landing,House Baratheon of King’s Landing,House Lannister,Major Character
Dontos Hollard,Baelish soldier,Arrow,Arrow,To prevent Dontos from talking about Sansa Stark’s escape,King’s Landing,House Hollard,No Second Allegiance,Secondary Major
Guymon,Ygritte,Arrow,Arrow,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Minor Character
Olly’s mom,Styr,Axe,Axe,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Minor Character
Peasant,Thenn raider,Unknown,Unknown,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Background Extra
Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Background Extra
Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Background Extra
Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Background Extra
Peasant,Tormund,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Background Extra
Peasant,Ygritte,Sword,Blade,Killed in a wildling attack,The Gift,Smallfolk,No Second Allegiance,Background Extra
Champion of Meereen’s Horse,Daario Naharis,Knife,Blade,Killed in a fight between the Champion of Meereen and Daario,Meereen,Unknown,No Second Allegiance,Background Extra
Champion of Meereen,Daario Naharis,Arakh,Blade,Killed representing Meereen as its champion,Meereen,Great Masters,No Second Allegiance,Minor Character
Meereen slave master,Meereen slaves,Unknown,Unknown,Killed in the sacking of Meereen,Meereen,Great Masters,No Second Allegiance,Background Extra
Night’s Watch mutineer,Eddison Tollett,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch mutineer,Locke,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch mutineer,Locke,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch brother,Night’s Watch mutineer,Axe,Axe,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch brother,Night’s Watch mutineer,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch brother,Night’s Watch mutineer,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch mutineer,Eddison Tollett,Sword,Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch mutineer,Jon Snow,Sword (Longclaw),Blade,Killed in battle of Craster’s Keep,Beyond the Wall,Night’s Watch,No Second Allegiance,Background Extra
