Bolton soldier,Brienne of Tarth,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,No Second Allegiance,Background Extra
Bolton soldier,Brienne of Tarth,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,No Second Allegiance,Background Extra
Bolton soldier,Podrick Payne,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,No Second Allegiance,Background Extra
Bolton soldier,Brienne of Tarth,Knife,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,No Second Allegiance,Background Extra
Bolton soldier,Theon Greyjoy,Sword,Blade,Killed when Brienne and Podrick rescued Sansa and Theon,The North,House Bolton,No Second Allegiance,Background Extra
Areo Hotah,Tyene Sand,Knife,Blade,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,No Second Allegiance,Secondary Major
Maester Caleotte,Tyene Sand,Knife,Blade,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,No Second Allegiance,Minor Character
Doran Martell,Ellaria Sand,Knife,Blade,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,No Second Allegiance,Secondary Major
Trystane Martell,Obara Sand,Spear,Polearm,Killed during Ellaria Sand’s coup as Doran refused to get revenge for Oberyn,Dorne,House Martell,No Second Allegiance,Secondary Major
Night’s Watch brother,Tormund,Sword,Blade,Killed when the wildlings storm Castle Black to defend Jon’s allies from Alliser Thorne,Castle Black,Night’s Watch,No Second Allegiance,Background Extra
Night’s Watch brother,Wun Weg Wun Dar Wun,Hands,Crushing,Killed when the wildlings storm Castle Black to defend Jon’s allies from Alliser Thorne,Castle Black,Night’s Watch,No Second Allegiance,Background Extra
King’s Landing storyteller,Gregor “the Mountain” Clegane,Hands,Crushing,Said offensive and false things about Cersei,King’s Landing,Smallfolk,No Second Allegiance,Minor Character
Roose Bolton,Ramsay Bolton,Knife,Blade,Ramsay feared he would no longer be heir after a new son was born to Roose,Winterfell,House Bolton,No Second Allegiance,Major Character
Walda Bolton,Ramsay Bolton,Dogs,Animal,Ramsay feared he would no longer be heir after a new son was born to Roose,Winterfell,House Bolton,No Second Allegiance,Minor Character
Newborn Bolton son,Ramsay Bolton,Dogs,Animal,Ramsay feared he would no longer be heir after a new son was born to Roose,Winterfell,House Bolton,No Second Allegiance,Minor Character
Balon Greyjoy,Euron Greyjoy,Falling,Falling,Killed in a coup by Euron,Iron Islands,House Greyjoy,No Second Allegiance,Secondary Major
Stark soldier,Gerold Hightower,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,No Second Allegiance,Background Extra
Gerold Hightower,Ned Stark,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Targaryen,House Hightower,Minor Character
Stark soldier,Arthur Dayne,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,No Second Allegiance,Background Extra
Stark soldier,Arthur Dayne,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,No Second Allegiance,Background Extra
Stark soldier,Arthur Dayne,Sword,Blade,Killed when Ned Stark tried to rescue Lyanna from the Tower of Joy,Tower of Joy,House Stark,No Second Allegiance,Background Extra
