Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Greyjoy (Euron-aligned) soldier,Theon Greyjoy,Axe,Axe,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),No Second Allegiance,Background Extra
Ned Umber,Unknown,Unknown,Unknown,"Killed when the Night King attacked the Umber castle, which was closest to the breach in the Wall.",Last Hearth,House Umber,House Stark,Minor Character
Ned Umber (Wight),Beric Dondarrion,Flaming sword,Fire/Burning,Was reanimated as a wight and then pinned to a wall as part of a message from the Night King. Set on fire when found in the Umber castle by humans.,Last Hearth,Unknown,No Second Allegiance,Minor Character
Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,Unknown,No Second Allegiance,Background Extra
Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,Unknown,No Second Allegiance,Background Extra
Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,Unknown,No Second Allegiance,Background Extra
Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,Unknown,No Second Allegiance,Background Extra
Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,Unknown,No Second Allegiance,Background Extra
Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,Unknown,No Second Allegiance,Background Extra
